id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
19091,Rental unit in New Orleans · ★4.89 · 1 bedroom · 1 bed · 1 bath,72880,John,,Leonidas,29.961,-90.1195,Entire home/apt,60,1,499,2023-07-05,3.06,1,34,3,"22-RSTR-14107, 22-OSTR-14105"
71624,Rental unit in New Orleans · ★4.94 · 1 bedroom · 1 bed · 1 bath,367223,Susan,,Bywater,29.96153,-90.04364,Entire home/apt,150,3,291,2023-05-30,1.90,1,342,21,"21-RSTR-18609, 22-OSTR-20720"
74498,Rental unit in New Orleans · ★4.90 · 1 bedroom · 2 beds · 1 bath,391462,Georgia,,St. Roch,29.96986,-90.05172,Entire home/apt,85,3,593,2023-07-22,3.90,3,226,41,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
79536,Rental unit in New Orleans · ★4.89 · 1 bedroom · 2 beds · 1 bath,428362,Miriam,,Seventh Ward,29.97803,-90.0745,Entire home/apt,59,3,677,2023-08-29,4.51,1,12,98,"21-RSTR-18550, 21-OSTR-18392"
79609,Guest suite in New Orleans · ★4.96 · 2 bedrooms · 2 beds · 1 private bath,428909,Stephen,,St. Claude,29.96448,-90.03667,Private room,89,3,476,2023-08-28,3.14,1,317,39,"23-ISTR-02823, 23-OSTR-02823"
80869,Home in New Orleans · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,437783,Joanne,,Marigny,29.96811,-90.05905,Private room,75,30,904,2023-08-18,5.96,2,40,67,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
84725,Boutique hotel in New Orleans · ★3.67 · 1 bedroom · 2 beds · 1 private bath,85132,Sanford,,Central City,29.93608,-90.07997,Private room,317,30,5,2016-01-01,0.04,8,365,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
89173,Rental unit in New Orleans · ★4.94 · 1 bedroom · 1 bed · 1 bath,486093,Virginia,,Marigny,29.96364,-90.0591,Entire home/apt,132,31,470,2023-06-25,3.15,2,199,30,"22-RSTR-04939, 21-OSTR-03993"
90806,Rental unit in New Orleans · ★4.93 · 1 bedroom · 1 bed · 1 bath,485705,Tom,,Mid-City,29.97264,-90.09992,Entire home/apt,101,30,142,2023-06-29,0.98,1,364,1,17STR-05569
183207,Home in New Orleans · ★4.83 · 1 bedroom · 1 bed · 2 shared baths,437783,Joanne,,Marigny,29.96811,-90.05905,Private room,75,30,847,2023-08-13,5.83,2,59,59,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
184478,Home in New Orleans · 2 bedrooms · 2 beds · 1 shared bath,884946,DJoseph,,Fillmore,30.01387,-90.08049,Private room,199,30,2,2020-02-26,0.05,1,0,0,"19str-24335, 19-OSTR-1234"
204998,Rental unit in New Orleans · ★4.66 · 2 bedrooms · 2 beds · 2.5 baths,1006034,Gwendolyn,,Treme - Lafitte,29.9678,-90.06675,Entire home/apt,120,30,208,2022-09-05,1.43,5,179,1,"19STR-26370, 19-OSTR-2637"
205008,Townhouse in New Orleans · ★4.83 · 2 bedrooms · 2 beds · 2.5 baths,1006034,Gwendolyn,,Treme - Lafitte,29.96719,-90.07033,Entire home/apt,150,30,290,2022-11-01,2.00,5,174,3,"19STR-26373, 19-OSTR-2637"
228560,Bungalow in New Orleans · ★4.83 · 3 bedrooms · 4 beds · 3 baths,1192986,Dayna,,Marigny,29.96524,-90.05901,Entire home/apt,228,2,117,2023-07-02,1.18,2,75,15,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
240258,Rental unit in New Orleans · ★4.90 · 1 bedroom · 2 beds · 1 bath,391462,Georgia,,St. Roch,29.96929,-90.05172,Entire home/apt,84,3,568,2023-07-03,3.93,3,258,31,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
259868,Home in New Orleans · ★4.74 · 2 bedrooms · 3 beds · 1 bath,1363780,Deborah,,Treme - Lafitte,29.97307,-90.07671,Entire home/apt,210,30,140,2023-05-08,0.99,2,265,11,"19STR-25266, 21-OSTR-25266"
277071,Place to stay in New Orleans · ★4.91 · 1 bedroom · 1 bed · 1 private bath,1447895,Penny,,Irish Channel,29.92078,-90.0849,Private room,90,3,206,2023-07-06,1.45,1,41,13,"22-RSTR-15053, 22-OSTR-15054"
314233,Rental unit in New Orleans · ★4.78 · 1 bedroom · 1 bed · 1 bath,1182408,Lauren,,Marigny,29.96611,-90.06146,Entire home/apt,175,30,80,2020-03-18,0.57,1,364,0,17STR-06556
317793,Home in New Orleans · ★5.0 · 2 bedrooms · 2 beds · 1 bath,1631225,Seran,,Whitney,29.94995,-90.04538,Entire home/apt,80,30,13,2023-03-13,0.09,1,364,1,"Long-term host, exempt from registration"
345394,Home in New Orleans · ★4.88 · 1 bedroom · 1 bed · 1 bath,1751871,Betsey,,Bywater,29.96376,-90.04536,Entire home/apt,149,2,545,2023-08-01,3.91,1,85,37,"20-ISTR-10332, 20-OSTR-10332"
373034,Home in New Orleans · ★4.82 · 1 bedroom · 1 bed · 1 bath,1695097,Connie,,Marigny,29.96739,-90.05899,Entire home/apt,143,3,415,2023-07-01,2.97,1,135,22,"22-RSTR-13055, 22-OSTR-13054"
405209,Rental unit in New Orleans · ★4.75 · 3 bedrooms · 5 beds · 3 baths,323664718,Nichole,,Treme - Lafitte,29.965829849243164,-90.06376647949219,Entire home/apt,268,30,158,2023-07-24,1.53,32,163,28,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
406652,Home in New Orleans · ★4.82 · 2 bedrooms · 3 beds · 1 bath,2026099,Conor,,St. Thomas Dev,29.92302,-90.07285,Entire home/apt,170,30,175,2023-07-03,1.27,1,185,4,"23STR-08837, 23-OSTR-08837"
422952,Rental unit in New Orleans · ★4.72 · 2 bedrooms · 3 beds · 2 baths,2103275,NOLA Festivals,,Fairgrounds,29.9797,-90.075,Entire home/apt,150,30,157,2019-01-01,1.15,3,364,0,17STR-12313
425692,Vacation home in New Orleans · ★4.60 · 2 bedrooms · 4 beds · 1 bath,447521,Krekel,,Marigny,29.965171813964844,-90.0541000366211,Entire home/apt,108,2,189,2023-08-13,1.37,2,54,52,"22-RSTR-07363, 22-OSTR-13445"
425878,Guesthouse in New Orleans · ★4.76 · Studio · 4 beds · 1 bath,1919429,Kristin,,Bayou St. John,29.975841522216797,-90.0870361328125,Entire home/apt,125,30,45,2022-11-19,0.39,1,352,1,"19STR-22497, 19-OSTR-3213"
427928,Home in New Orleans · ★4.73 · 6 bedrooms · 10 beds · 3 baths,2103275,NOLA Festivals,,Fairgrounds,29.98149,-90.07425,Entire home/apt,707,30,146,2020-02-24,1.13,3,365,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
441125,Home in New Orleans · ★4.66 · 5 bedrooms · 10 beds · 3 baths,2191889,Chris,,Audubon,29.93357,-90.11427,Entire home/apt,543,30,35,2020-03-16,0.26,2,210,0,19STR-83914
446478,Home in New Orleans · ★4.73 · 1 bedroom · 1 bed · 1 bath,2216025,Gregory,,French Quarter,29.96254,-90.06653,Entire home/apt,150,30,225,2017-06-11,1.68,1,364,0,
458029,Rental unit in New Orleans · ★4.80 · 1 bedroom · 1 bed · 1 bath,2277128,Bonny And Paul,,Leonidas,29.94844,-90.13186,Entire home/apt,99,30,89,2018-04-26,0.66,1,279,0,City registration pending
474197,Rental unit in New Orleans · ★4.71 · 3 bedrooms · 3 beds · 2.5 baths,22449191,A. Layla,,Treme - Lafitte,29.96587,-90.07053,Entire home/apt,276,2,66,2023-07-03,0.48,2,322,9,"21-CSTR-08647, 21-OSTR-13290"
542247,Home in New Orleans · ★4.67 · 3 bedrooms · 3 beds · 2 baths,2156820,J,,Broadmoor,29.94627,-90.10059,Entire home/apt,237,3,124,2023-07-03,0.93,5,120,3,"22-RSTR-12004, 22-OSTR-12012"
561833,Home in New Orleans · ★4.81 · 3 bedrooms · 4 beds · 1.5 baths,2707644,Lindsay,,Mid-City,29.97461,-90.09815,Entire home/apt,211,1,68,2023-06-29,0.52,14,177,17,"21-CSTR-08128, 20-OSTR-02677"
596410,Home in New Orleans · ★4.92 · 3 bedrooms · 3 beds · 2.5 baths,2948651,Jennifer,,Lower Garden District,29.93434,-90.07451,Entire home/apt,150,30,79,2023-07-25,0.61,1,43,1,17STR-13854
648129,Guest suite in New Orleans · ★4.92 · 1 bedroom · 1 bed · 1 bath,2383859,Brian,,City Park,29.98282,-90.09417,Entire home/apt,89,30,117,2020-02-24,0.88,1,152,0,18STR-16510
665259,Rental unit in New Orleans · ★4.72 · 1 bedroom · 1 bed,1451330,Leron And Dennis,,St. Roch,29.97581,-90.05337,Private room,89,2,230,2023-07-05,1.73,2,180,12,"21-RSTR-05754, 20-OSTR-00520"
665334,Rental unit in New Orleans · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,1451330,Leron And Dennis,,St. Roch,29.97673,-90.05316,Private room,89,2,304,2023-07-02,2.27,2,261,18,"21-RSTR-05754, 20-OSTR-00520"
684584,Guest suite in New Orleans · ★4.86 · 2 bedrooms · 2 beds · 1 shared bath,2176992,Erin,,Mid-City,29.96658,-90.09607,Private room,90,1,968,2023-08-20,7.24,1,200,127,"20RSTR-33155, 20OSTR-33153"
701364,Rental unit in New Orleans · ★4.82 · 2 bedrooms · 2 beds · 1 bath,2671376,Ruby Dee,,St. Roch,29.97036,-90.05007,Entire home/apt,40,30,257,2023-06-04,1.95,3,37,21,"20STR-01981, 20-OSTR-01981"
705776,Home in New Orleans · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,2707644,Lindsay,,Mid-City,29.97524,-90.10003,Private room,62,30,218,2020-03-09,1.65,14,8,0,"21-CSTR-08128, 20-OSTR-02677"
705854,Home in New Orleans · ★4.88 · 1 bedroom · 1 bed · 1.5 baths,2707644,Lindsay,,Mid-City,29.9754,-90.09804,Private room,75,1,237,2023-06-13,1.79,14,11,2,"21-CSTR-08128, 20-OSTR-02677"
708852,Rental unit in New Orleans · Studio · 1 bed · 1 bath,103427,Jacqueline M,,Lower Garden District,29.93396,-90.08066,Entire home/apt,257,30,0,,,2,90,0,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
718256,Home in New Orleans · ★4.89 · 3 bedrooms · 3 beds · 1 bath,1340014,Susanna,,Fillmore,30.00784,-90.08124,Entire home/apt,94,2,363,2023-08-28,2.84,1,251,28,"21-RSTR-02047, 22-OSTR-20118"
719226,Rental unit in New Orleans · ★4.70 · 1 bedroom · 1 bed · 1 bath,3710725,Michel,,Fairgrounds,29.98078,-90.08057,Entire home/apt,53,30,35,2017-04-06,0.26,1,93,0,
742617,Rental unit in New Orleans · ★4.58 · 3 bedrooms · 4 beds · 2 baths,3888377,Zalia,,Marigny,29.96577,-90.05811,Entire home/apt,214,3,262,2023-08-06,2.04,1,130,39,"22CSTR-00256, 22OSTR-00243"
755827,Home in New Orleans · ★4.84 · 2 bedrooms · 2 beds · 1 bath,3978674,Carmen,,Bywater,29.96056,-90.03423,Entire home/apt,114,3,574,2023-08-07,4.35,1,34,40,"22-RSTR-00644, 23-OSTR-03706"
760661,Home in New Orleans · ★4.50 · 3 bedrooms · 4 beds · 1.5 baths,2156820,J,,Broadmoor,29.94811,-90.09961,Entire home/apt,169,3,170,2023-05-09,1.32,5,112,14,"22-RSTR-12004, 22-OSTR-12012"
780112,Rental unit in New Orleans · ★4.94 · 3 bedrooms · 5 beds · 2 baths,3233663,Julie,,Bayou St. John,29.97728,-90.08278,Entire home/apt,250,30,97,2022-04-22,0.76,1,89,0,City registration pending
790082,Rental unit in New Orleans · ★4.82 · 2 bedrooms · 2 beds · 1 bath,4163388,N L,,Holy Cross,29.95852,-90.02569,Entire home/apt,109,30,101,2021-12-20,0.78,2,172,0,17STR-19404
812536,Condo in New Orleans · ★4.79 · 2 bedrooms · 2 beds · 1 bath,4271460,Christian,,Central City,29.936163133517077,-90.08231127689163,Entire home/apt,102,30,63,2023-04-24,0.49,3,123,6,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
812675,Condo in New Orleans · ★4.88 · 2 bedrooms · 2 beds · 1 bath,4271460,Christian,,Central City,29.935006370033513,-90.08173553236517,Entire home/apt,153,30,78,2023-05-14,0.60,3,150,11,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
829933,Home in New Orleans · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,3849334,Liberty,,Treme - Lafitte,29.96949,-90.07396,Private room,49,30,149,2023-07-29,1.15,1,86,5,"19RSTR-26556, 21-OSTR-08891"
845309,Home in New Orleans · ★4.96 · 3 bedrooms · 3 beds · 2.5 baths,4413148,Deborah,,Marigny,29.96609,-90.05718,Entire home/apt,475,30,172,2021-05-03,1.33,1,321,0,"19STR-08005, 20-OSTR-0809"
851999,Rental unit in New Orleans · ★4.83 · 1 bedroom · 1 bed · 1 bath,4448274,Carolee,,Leonidas,29.95565,-90.12383,Entire home/apt,132,31,110,2023-06-06,0.85,2,299,1,City registration pending
854997,Rental unit in New Orleans · ★4.78 · 1 bedroom · 2 beds · 1 bath,176809,Amy,,Marigny,29.96731,-90.05927,Entire home/apt,199,30,138,2023-04-16,1.07,1,179,1,City registration pending
866070,Townhouse in New Orleans · ★4.74 · 2 bedrooms · 2 beds · 2 baths,2488332,Caitlin,,East Carrollton,29.94795,-90.12494,Entire home/apt,50,30,80,2019-12-07,0.62,1,142,0,City registration pending
872905,Rental unit in New Orleans · ★4.95 · 1 bedroom · 1 bed · 1 bath,4606010,Monica,,City Park,29.98148,-90.09697,Entire home/apt,62,30,58,2021-11-05,0.45,1,90,0,17STR-09025
880981,Rental unit in New Orleans · ★4.96 · 2 bedrooms · 2 beds · 1 bath,4660356,Maria Poole,,Mid-City,29.97237,-90.09663,Entire home/apt,152,30,209,2021-01-03,1.62,1,1,0,"19STR-21673, 19-OSTR-00000"
882473,Rental unit in New Orleans · ★4.89 · 2 bedrooms · 2 beds · 1 bath,4669579,Mary,,Marigny,29.96712,-90.05075,Entire home/apt,125,30,198,2023-07-10,1.53,1,294,24,"19STR-00000, 19-OSTR-0000"
885010,Home in New Orleans · ★4.39 · 1 bedroom · 2 beds · 1 bath,4688828,Cleotis,,St. Claude,29.97043,-90.0476,Entire home/apt,75,30,115,2017-07-02,0.89,1,0,0,City registration pending
885246,Condo in New Orleans · ★4.89 · 1 bedroom · 4 beds · 2 baths,4690952,Ashley,,Central Business District,29.94499,-90.07222,Entire home/apt,286,30,12,2022-12-31,0.11,1,279,1,17STR-05155
890508,Home in New Orleans · ★4.82 · 2 bedrooms · 2 beds · 2.5 baths,4728090,Roberto,,Uptown,29.9205,-90.10807,Entire home/apt,313,30,28,2019-05-27,0.24,1,351,0,"18STR-16423, 20-OSTR-02857"
891764,Guesthouse in New Orleans · ★4.82 · 2 bedrooms · 2 beds · 1 bath,897324,Renee,,Fairgrounds,29.98209,-90.08431,Entire home/apt,60,30,77,2022-10-02,0.60,1,152,1,
892623,Rental unit in New Orleans · ★4.68 · 1 bedroom · 1 bed · 1 bath,2103275,NOLA Festivals,,Fairgrounds,29.97781,-90.07797,Entire home/apt,140,30,69,2017-06-05,0.58,3,364,0,17STR-12315
896343,Rental unit in New Orleans · ★4.81 · 2 bedrooms · 3 beds · 1 bath,4778949,Rob,,West Riverside,29.92048,-90.12346,Entire home/apt,289,30,37,2023-02-26,0.31,3,316,1,"45STR-56876, 45-OSTR-5687"
896501,Rental unit in New Orleans · ★4.88 · 2 bedrooms · 2 beds · 1 bath,4778949,Rob,,Audubon,29.92345,-90.12261,Entire home/apt,139,30,34,2023-05-21,0.28,3,295,3,"45STR-56877, 45-OSTR-5687"
896709,Home in New Orleans · ★4.67 · 5 bedrooms · 1 bed · 2 baths,4782391,Marc,,Treme - Lafitte,29.97258,-90.07539,Entire home/apt,278,30,50,2020-02-23,0.39,1,364,0,17STR-05820
898632,Home in New Orleans · ★4.94 · 2 bedrooms · 3 beds · 1.5 baths,4370699,Deborah,,Audubon,29.94574,-90.11839,Entire home/apt,240,1,80,2023-05-22,0.62,1,265,9,"21-RSTR-15107, 20-OSTR-01124"
898685,Rental unit in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 bath,4796527,Jackson,,Central City,29.93694,-90.08212,Entire home/apt,100,1,520,2023-08-18,4.06,2,45,55,"22-RSTR-15749, 22-OSTR-17167"
900084,Home in New Orleans · 3 bedrooms · 3 beds · 2.5 baths,4805726,Adam,,Uptown,29.93276,-90.10265,Entire home/apt,1000,30,0,,,1,0,0,
900210,Rental unit in New Orleans · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4806326,Joey,,Freret,29.93552,-90.10923,Entire home/apt,91,30,21,2023-08-06,0.20,2,223,3,
900337,Home in New Orleans · ★4.96 · 2 bedrooms · 2 beds · 1 bath,4807949,Judith,,Uptown,29.92074,-90.1069,Entire home/apt,250,2,23,2022-11-28,0.18,1,119,1,"19STR-21729, 20-OSTR-2143"
900608,Rental unit in New Orleans · ★4.73 · 1 bedroom · 2 beds · 1 bath,4810197,Jazz,,French Quarter,29.95978,-90.06505,Entire home/apt,199,30,17,2018-01-29,0.16,1,0,0,City registration pending
901827,Rental unit in New Orleans · ★4.85 · 2 bedrooms · 2 beds · 1 bath,11372242,Thiamanti,,Central City,29.93668,-90.07614,Entire home/apt,124,2,346,2023-07-23,2.69,40,75,21,"20STR-29680, 20-OSTR-00788"
904990,Rental unit in New Orleans · ★4.86 · 1 bedroom · 1 bed · 1 bath,4841202,Matilde,,Lower Garden District,29.94449,-90.06751,Entire home/apt,87,120,9,2022-09-04,0.07,3,0,1,17STR-09828
905957,Home in New Orleans · ★4.98 · 1 bedroom · 1 bed · 1 private bath,4848052,Jordan And Justin,,Lower Garden District,29.92933,-90.07834,Private room,84,2,51,2020-03-03,0.64,1,0,0,"18STR-16215, 20-OSTR-01613"
906101,Rental unit in New Orleans · ★4.81 · 1 bedroom · 1 bed · 1 bath,2671376,Ruby Dee,,St. Claude,29.96979,-90.04808,Entire home/apt,75,3,262,2023-06-05,2.04,3,165,25,"20STR-01981, 20-OSTR-01981"
908231,Townhouse in New Orleans · ★4.88 · 3 bedrooms · 5 beds · 2 baths,4866349,Dawn,,Broadmoor,29.95201,-90.10369,Entire home/apt,300,2,49,2022-05-15,0.52,1,335,0,"21-RSTR-11877, 20-OSTR-11879"
910912,Home in New Orleans · ★4.90 · 3 bedrooms · 3 beds · 2 baths,4887507,Roxanne And Tim,,Bayou St. John,29.97885,-90.08411,Entire home/apt,329,2,115,2023-04-02,1.06,2,257,20,"23-NSTR-13850, 23-OSTR-14560"
914407,Rental unit in New Orleans · ★4.85 · 1 bedroom · 1 bed · 1 private bath,4795675,Adrienne,,Garden District,29.92956,-90.08393,Private room,110,1,603,2023-08-20,4.72,3,303,62,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
914581,Rental unit in New Orleans · ★4.92 · 1 bedroom · 1 bed · 1 private bath,4795675,Adrienne,,Garden District,29.92928,-90.08214,Private room,116,1,532,2023-08-20,4.16,3,308,59,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
914617,Rental unit in New Orleans · ★4.87 · 1 bedroom · 1 bed · 1 private bath,4795675,Adrienne,,Garden District,29.9294,-90.08436,Private room,119,1,773,2023-08-12,6.00,3,244,73,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
917965,Home in New Orleans · ★4.89 · 3 bedrooms · 3 beds · 2.5 baths,4900663,Karen,,Lower Garden District,29.93409,-90.07562,Entire home/apt,208,3,220,2023-08-14,1.71,3,234,43,"20str-10136, 20-OSTR-1013"
918511,Rental unit in New Orleans · ★4.94 · 2 bedrooms · 1 bed · 1 bath,4931906,Todd & Kristi,,City Park,29.98117,-90.09053,Entire home/apt,135,30,213,2020-03-16,1.65,1,365,0,17STR-09029
921154,Rental unit in New Orleans · ★4.92 · 3 bedrooms · 3 beds · 2 baths,4951914,Thom,,Marigny,29.966976,-90.050941,Entire home/apt,150,30,222,2023-08-18,2.63,4,52,25,"20STR-02763, 20-OSTR-02768"
925086,Condo in New Orleans · ★4.97 · 2 bedrooms · 2 beds · 2 baths,1976003,Sebastien,,Central Business District,29.94697,-90.07035,Entire home/apt,200,30,71,2019-10-23,0.79,1,365,0,City registration pending
927954,Home in New Orleans · ★4.58 · 1 bedroom · 1 bed · 1.5 baths,4993714,Mimsie,,Irish Channel,29.91879,-90.08473,Private room,80,28,95,2023-02-20,0.77,1,179,1,"20-STR-33234, 20-OSTR-33233"
938165,Home in New Orleans · ★4.67 · 2 bedrooms · 5 beds · 2 baths,4605202,Wayne,,Fairgrounds,29.9799,-90.08212,Entire home/apt,597,3,172,2023-03-27,1.37,4,227,5,"22-RSTR-05145, 22-OSTR-05140"
938262,Home in New Orleans · ★5.0 · 2 bedrooms · 1 bed · 1 private bath,5067495,Sarah Hansel,,Audubon,29.93421,-90.11811,Private room,114,30,6,2018-07-22,0.09,1,0,0,18STR-08517
944351,Bed and breakfast in New Orleans · ★4.85 · 1 bedroom · 1 bed · 1 private bath,4981655,Jim,,Lower Garden District,29.93846,-90.06831,Hotel room,56,30,230,2023-08-29,1.83,13,55,39,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
945787,Bed and breakfast in New Orleans · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,4981655,Jim,,Lower Garden District,29.93846,-90.06831,Private room,44,30,256,2023-08-01,2.00,13,49,32,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
945961,Bed and breakfast in New Orleans · ★4.69 · 1 bedroom · 1 bed · 1 private bath,4981655,Jim,,Lower Garden District,29.93846,-90.06831,Hotel room,53,30,174,2023-08-21,1.36,13,64,24,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
945986,Bed and breakfast in New Orleans · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,4981655,Jim,,Lower Garden District,29.93846,-90.06831,Hotel room,51,30,204,2023-08-27,2.03,13,36,31,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
947400,Bungalow in New Orleans · ★4.95 · 1 bedroom · 1 bed · 1 bath,5134411,Jessica,,Lower Garden District,29.93185,-90.07035,Entire home/apt,100,1,636,2023-07-30,4.98,1,166,61,"22RSTR-05564, 22-OSTR-13626"
956635,Guesthouse in New Orleans · ★4.98 · 1 bedroom · 2 beds · 1 bath,5199957,Fred And Renee,,Fairgrounds,29.98323,-90.0866,Entire home/apt,75,30,116,2023-02-28,0.99,1,303,1,19STR-22503
959230,Home in New Orleans · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,2156820,J,,Broadmoor,29.94629,-90.1009,Private room,51,30,244,2020-03-18,1.95,5,0,0,18STR-13663
959286,Home in New Orleans · ★4.54 · 1 bedroom · 1 bed · 1.5 shared baths,2156820,J,,Broadmoor,29.94653,-90.09941,Private room,51,30,199,2020-05-04,1.60,5,0,0,18STR-13663
959307,Home in New Orleans · ★4.59 · 1 bedroom · 2 beds · 1.5 shared baths,2156820,J,,Broadmoor,29.94712,-90.10121,Private room,51,30,205,2020-03-08,1.65,5,0,0,18STR-13663
967567,Home in New Orleans · ★4.74 · 2 bedrooms · 3 beds · 2.5 baths,5278748,Lolis,,Treme - Lafitte,29.96625,-90.06758,Entire home/apt,125,30,379,2023-04-30,2.98,1,134,19,"17STR-17374, 20-OSTR-0000"
969714,Home in Arabi · 2 bedrooms · 7 beds · 1 bath,5154893,Leila,,Holy Cross,29.95668,-90.00772,Entire home/apt,299,3,1,2020-02-26,0.02,2,89,0,
984827,Bed and breakfast in New Orleans · ★4.80 · 1 bedroom · 1 bed · 1 private bath,4981655,Jim,,Lower Garden District,29.93761,-90.06711,Hotel room,73,30,281,2023-08-15,2.34,13,40,53,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
984836,Bed and breakfast in New Orleans · ★4.80 · 1 bedroom · 1 bed · 1 private bath,4981655,Jim,,Lower Garden District,29.93837,-90.06861,Hotel room,53,30,105,2023-08-22,0.98,13,55,27,"Exempt: This listing is a licensed hotel, motel, or bed and breakfast"
995213,Home in New Orleans · ★4.95 · 3 bedrooms · 5 beds · 1.5 baths,5465617,Dawn-Marie,,Lower Garden District,29.93839,-90.07349,Entire home/apt,450,30,129,2023-05-29,1.02,1,337,16,"19STR-21121, 19-OSTR-02403"
997365,Rental unit in New Orleans · ★4.39 · 2 bedrooms · 2 beds · 1 bath,5480237,Raymond,,Treme - Lafitte,29.96288,-90.06642,Entire home/apt,107,1,310,2023-08-10,2.45,4,145,37,"21STR-11239, 21-OSTR-11239"
1011019,Rental unit in New Orleans · ★4.44 · 2 bedrooms · 2 beds · 1 bath,2355432,Danielle,,Mid-City,29.96925,-90.0995,Entire home/apt,150,30,64,2018-07-09,0.51,1,365,0,17STR-04979
1018723,Home in New Orleans · ★4.72 · 1 bedroom · 1 bed · 1 bath,5607947,Jenna,,Treme - Lafitte,29.96439,-90.06782,Entire home/apt,106,30,202,2020-03-09,1.61,1,0,0,19STR-05694
1021784,Home in New Orleans · ★4.73 · 4 bedrooms · 4 beds · 2.5 baths,5555764,Chris,,Fillmore,30.00877,-90.07375,Entire home/apt,274,3,73,2023-06-30,0.61,3,245,2,"19STR-25625, 20-OSTR-8796"
1048233,Serviced apartment in New Orleans · ★4.93 · 1 bedroom · 1 bed · 1 bath,5770796,Sylvia,,Marigny,29.96407,-90.05789,Entire home/apt,232,2,247,2023-05-29,1.97,2,60,25,"17STR-07703, 20-OSTR-0135"
1056897,Home in New Orleans · ★4.92 · 1 bedroom · 1 bed · 1 private bath,5821538,Georgia,,Lower Garden District,29.93417,-90.07281,Private room,109,30,205,2020-03-08,1.70,2,365,0,city registration pending
1073455,Rental unit in New Orleans · ★4.96 · 1 bedroom · 1 bed · 2 baths,5904943,Roger And Rico,,Bywater,29.95967,-90.04474,Entire home/apt,73,30,78,2023-05-21,0.62,1,326,5,19STR-22298
1082298,Rental unit in New Orleans · ★4.75 · 3 bedrooms · 3 beds · 2 baths,5951318,Dr. Therese,,Lake Terrace & Oaks,30.02421,-90.06728,Entire home/apt,100,30,60,2020-04-05,0.62,2,316,0,City registration pending
1092214,Home in New Orleans · ★4.90 · 1 bedroom · 1 bed · 1 private bath,5821538,Georgia,,Lower Garden District,29.9361,-90.07196,Private room,125,30,153,2020-02-26,1.22,2,365,0,City registration pending
1100195,Home in New Orleans · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,6043636,Jordan,,Treme - Lafitte,29.97406,-90.07702,Private room,50,30,199,2018-04-13,1.58,1,89,0,17STR-16651
1103936,Rental unit in New Orleans · ★4.77 · 3 bedrooms · 3 beds · 1 bath,6062935,Deanie,,City Park,29.98048,-90.09927,Entire home/apt,300,3,112,2023-07-02,1.25,1,333,12,"17STR-08434, 20-ostr-02165"
1174901,Home in New Orleans · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4163388,N L,,Holy Cross,29.95915,-90.02643,Entire home/apt,110,30,6,2019-01-01,0.05,2,0,0,17STR-19404
1186700,Home in New Orleans · ★4.91 · 5 bedrooms · 9 beds · 3 baths,4710746,Sara,,Marigny,29.96501,-90.06108,Entire home/apt,600,2,188,2023-08-14,1.84,1,314,17,"23-CSTR-08850, 23-OSTR-01338"
1187616,Home in New Orleans · ★5.0 · 1 bedroom · 1 bed · 1 private bath,6494296,Daniel,,Mid-City,29.97302,-90.09915,Private room,65,100,8,2019-04-18,0.13,1,0,0,
1247718,Loft in New Orleans · ★4.84 · 1 bedroom · 1 bed · 1 bath,4841202,Matilde,,Lower Garden District,29.93397,-90.07282,Entire home/apt,48,30,56,2020-03-16,0.47,3,233,0,"22-RSTR-16106, 21-OSTR-06524"
